"run_index","weibull_lambda","senescence_dose_response__max_effect","senescence_dose_response__half_sat","juv_decline_dose_response__max_effect","juv_decline_age_half_sat","shade_dose_response__max_effect","shade_dose_response__half_sat","R_max","K_half","age_first_flower_mean","N_alive_mean","N_alive_cv","N_alive_trend","N_IUCN_mean","adult_frac_mean","adult_frac_final","juv_age_mean","adult_age_mean","recruit_rate","births_mean","extinction"
15,120,0.6,60,0.8175,8,0.95,6125,575,4000,8.25,1699.8,0.0163895601239976,1.36038415366147,1132.02,0.666033943799722,0.661336379211879,2.97470489038786,23.0932642487047,0.0627942763367251,106.76,0
16,120,0.6,60,0.3,8,0.95,6125,575,4000,8.25,3220.2,0.0103026851910169,-0.502953181272502,2276.48,0.706944954793443,0.71100062150404,3.32795698924731,22.8033216783217,0.0477331472150287,153.72,0
17,120,0.6,60,0.3,8,0.95,6125,2000,4000,8.25,9056.26,0.00685538470866164,1.68974789915965,5890.78,0.650469693476152,0.655797907856666,2.89330746847721,22.8294586797896,0.0697241848590498,631.46,0
18,120,0.6,60,0.3,8,0.95,500,2000,4000,8.25,3354.76,0.0104346854611784,-0.463193277310916,2372.5,0.707208499032601,0.707076739325172,3.22528032619776,23.0232263513514,0.0475342733645502,159.46,0
19,120,0.6,60,0.3,2.75,0.95,500,2000,4000,8.25,4191.08,0.0157379033883195,-4.13858343337335,3126.84,0.746026938106863,0.748785228377065,3.47969052224371,22.685593770279,0.0376871914704202,157.92,0
20,120,0.6,26.25,0.3,2.75,0.95,500,2000,4000,8.25,2528.92,0.0338579163964174,-5.67539015606242,1419.58,0.561394612357317,0.555230125523013,3.63029162746943,14.46571213263,0.0602901233642006,152.5,0
21,45,0.6,26.25,0.3,2.75,0.95,500,2000,4000,8.25,2208.3,0.01417080018873,0.454021608643462,1157.02,0.523968600689487,0.527146171693735,3.54367026496565,14.068661971831,0.0683248999751697,150.88,0
22,45,0.6,26.25,0.3,2.75,0.4625,500,2000,4000,8.25,7058.64,0.0085200875360947,0.0368787515005724,3592.62,0.508973469480437,0.505276487969607,3.36916951080774,13.9635199108883,0.0792083052481322,559.16,0
23,95,0.6,60,0.99,8,0.4625,500,100,1150,4.75,546.6,0.025019283767235,-0.401248499399761,459.98,0.841661965373402,0.855263157894737,1.90909090909091,20.5340659340659,0.0392642482293744,21.48,0
24,95,0.6,60,0.99,2.75,0.4625,500,100,1150,4.75,670.1,0.0248731786078369,-0.953133253301321,563.78,0.841403672939609,0.832831325301205,1.82882882882883,20.3942133815552,0.0376178665689569,25.22,0
25,20,0.6,60,0.99,2.75,0.4625,500,100,1150,4.75,97.84,0.107223369716575,-0.600816326530612,74.66,0.762816530556011,0.729166666666667,1.26923076923077,15.1571428571429,0.0589999262684295,5.76,0
26,20,0.6,60,0.99,2.75,0.95,500,100,1150,4.75,47.58,0.172378454349093,-0.540072028811525,36.56,0.771813596933393,0.787878787878788,3.42857142857143,20.5769230769231,0.0525362558992913,2.58,0
27,20,0.6,60,0.99,2.75,0.95,500,100,4000,4.75,4.04,0.726332790747823,-0.181416566626651,3.5,0.89153823953824,NA,NA,NA,0.0173888888888889,0.1,1
28,20,0.15,60,0.99,2.75,0.95,500,100,4000,4.75,4.42,0.929002813714252,-0.249171668667467,3.88,0.932362248862249,NA,NA,NA,0.00712121212121212,0.08,1
29,20,0.15,60,0.99,2.75,0.95,6125,100,4000,4.75,5.1,1.06091859184345,-0.323313325330132,4.54,0.930984126984127,NA,NA,NA,0.00923809523809524,0.12,1
30,20,0.15,60,0.4725,2.75,0.95,6125,100,4000,4.75,6,0.752923252421043,-0.287827130852341,5.5,0.932161722264663,NA,NA,NA,0.0126050420168067,0.1,1
31,20,0.15,60,0.4725,2.75,0.95,6125,100,4000,10,8.88,0.918719718557297,-0.53282112845138,7.06,0.831950454567792,NA,NA,NA,0.0161997076023392,0.24,1
32,20,0.15,26.25,0.4725,2.75,0.95,6125,100,4000,10,5.7,0.95846231458511,-0.32609843937575,4.76,0.84934233585472,NA,NA,NA,0.0093815987933635,0.08,1
