"run_id","T_g","t_inf","N_ref","N_compare","pct_decline","iucn_vu","iucn_en","iucn_cr","n_offspring_gt","year_compare"
"5d67bb175792",23.4275169016669,70.2825507050006,9689.45454545455,5527.36363636364,42.9548525106958,1,0,0,70851,2080
